ID_Capsula_Padre,Titulo_Episodio,Link_YouTube
amplificado,(HD) ORANGE HILL / A BIG CONFUSION  : AMPLIFICADO (SAN ANDRES Y PROVIDENCIA),https://www.youtube.com/watch?v=V9wMFh-zxJ0
amplificado,(HD) GAITEROS DE SAN JACINTO / MI SUSPIRO : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=0CTZRTl6Aio
amplificado,(HD) ULTIMO EXPRESSO / VIAJE : AMPLIFICADO  (ARGENTINA),https://www.youtube.com/watch?v=m2sBk650UDM
amplificado,(HD) GRUPO CANALÓN DE TIMBIQUÍ / QUE PENA : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=kGaRks25C0I
amplificado,"(HD) LANZAMIENTO NUEVO ALBUM DE LOS GAITEROS DE SAN JACINTO ""ASI TOCAN LOS INDIOS""",https://www.youtube.com/watch?v=9-VKpcmIbxM
amplificado,(HD) ALGUACIL☆ FEAT. OBIE-P Y DUB SKECHT / FIRE BURN  : AMPLIFICADO  (SAN ANDRES Y PROVIDENCIA),https://www.youtube.com/watch?v=Qoh48lwZ8tM
amplificado,(HD) RENACER CULTURAL  / DÍA DE SAN ANTONIO : AMPLIFICADO EN FESTIVAL NACIONAL DE LA TAMBORA,https://www.youtube.com/watch?v=nyU6dLSDj7o
amplificado,(HD) MR. WILLY B. / SPRING TIME IN TEXAS : AMPLIFICADO (SAN ANDRES Y PROVIDENCIA),https://www.youtube.com/watch?v=haIXRaYdgVk
amplificado,(HD) 1280 ALMAS / TU SONRISA : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=QYhNhZtucCk
amplificado,(HD) PAMELA RODRIGUEZ / RECONOZCO : AMPLIFICADO (PERÚ),https://www.youtube.com/watch?v=0zEWoF4DUWs
amplificado,(HD) SON PALENQUE / YO ME VOY : AMPLIFICADO (COLOMBIA) EN VIVO,https://www.youtube.com/watch?v=PJBkRO8oP9Y
amplificado,(HD) CAMILA MORENO / INCENDIÉ : AMPLIFICADO (CHILE),https://www.youtube.com/watch?v=j0A-bl3BcP8
amplificado,(HD) ENSAMBLE RIBEREÑO  / NO ME LLEVES FLORES : AMPLIFICADO (FESTIVAL NACIONAL DE LA TAMBORA),https://www.youtube.com/watch?v=KrfUKo75BHA
amplificado,(HD) MR. WILLY B. / ARROYO : AMPLIFICADO.TV (SAN ANDRES Y PROVIDENCIA),https://www.youtube.com/watch?v=RGkCirjlHxQ
amplificado,"(HD) LE CHAT LUNATIQUE / SONGE D'AUTOMNE : AMPLIFICADO (NEW MÉXICO,USA)",https://www.youtube.com/watch?v=FsCFbY9-ybM
amplificado,(HD) SON PALENQUE / MONA MI : AMPLIFICADO (COLOMBIA) EN VIVO,https://www.youtube.com/watch?v=MJg27qg1t30
amplificado,(HD) AFRICALI / DÓNDE ESTÁN? : AMPLIFICADO (FESTIVAL YAVERÍA),https://www.youtube.com/watch?v=0kXQz7gTv7Q
amplificado,(HD) CAMILA MORENO / LO CIERTO : AMPLIFICADO (CHILE),https://www.youtube.com/watch?v=B6nqHOAMZvg
amplificado,(HD) LOS MALDITOS / PIÑA COLADA : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=6Pu3uvz7DJo
amplificado,(HD) JUVENTUD SANMARTINENSE  / QUE VIVA COLOMBIA : AMPLIFICADO (FESTIVAL NACIONAL DE LA TAMBORA),https://www.youtube.com/watch?v=KUfVwdb31A8
amplificado,(HD) YACAMBÚ / EL HILO : AMPLIFICADO (FESTIVAL NACIONAL DE LA TAMBORA),https://www.youtube.com/watch?v=RCCjgXxz3lk
amplificado,(HD) NATALIA LAFOURCADE / UN DERECHO DE NACIMIENTO : AMPLIFICADO (MÉXICO),https://www.youtube.com/watch?v=1B2IyN4f_SE
amplificado,(HD) GAITEROS DE SAN JACINTO / VIENE AMANECIENDO : AMPLIFICADO  (COLOMBIA),https://www.youtube.com/watch?v=9iSgYI5d9P8
amplificado,(HD) MERCADO INSULAR DE EXPRESIONES CULTURALES 2012 : AMPLIFICADO (SAN ANDRES Y PROVIDENCIA),https://www.youtube.com/watch?v=3eRYJBE_-IQ
amplificado,(HD) PLANES (Estudios Universales) / BAHIA T : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=3Bm6hsR3oiI
amplificado,(HD) MR. WILLY B. / MY BONNIE LIES OVER THE OCEAN : AMPLIFICADO.TV (SAN ANDRES Y PROVIDENCIA),https://www.youtube.com/watch?v=hr3dbNcUJ40
amplificado,(HD) FUNDACIÓN CULTURAL EL CHANDE / A LA LUCHA : AMPLIFICADO (FESTIVAL NACIONAL DE LA TAMBORA),https://www.youtube.com/watch?v=B5v7Tr99ELY
amplificado,"(HD) ESTEMAN / QUANDO, QUANDO, QUANDO: AMPLIFICADO (COLOMBIA)",https://www.youtube.com/watch?v=D0orS8bzwnI
amplificado,(HD) TAMBORA LA CANDELARIA / EL NIÑO INMACULADO : AMPLIFICADO ( FESTIVAL NACIONAL DE LA TAMBORA),https://www.youtube.com/watch?v=DsuU-074EjU
amplificado,(HD) RADIO MATUNA / REAL : AMPLIFICADO  (COLOMBIA),https://www.youtube.com/watch?v=G66ZQJ1F0V8
amplificado,"(HD) LE CHAT LUNATIQUE / BOOK AFTERNOON BURNING : AMPLIFICADO  (NEW MÉXICO, USA)",https://www.youtube.com/watch?v=2KCnamO1d3Q
amplificado,(HD) PALOMA DEL CERRO / OBSERVANDO: AMPLIFICADO (ARGENTINA),https://www.youtube.com/watch?v=EcIQ3o_vOaw
amplificado,(HD) JUAN PABLO VEGA / YA NO PUEDO ESTAR LEJOS DE TI : AMPLIFICADO  (FESTIVAL YAVERíA),https://www.youtube.com/watch?v=6ToU0Yc8ktY
amplificado,(HD) ESTEMAN / FRUIT DE LA PASSION : AMPLIFICADO ( FESTIVAL YAVERíA),https://www.youtube.com/watch?v=nu6VF5Dacrc
amplificado,(HD) JULES / COME WITH ME : AMPLIFICADO  (COLOMBIA),https://www.youtube.com/watch?v=PwwYxEv3E0s
amplificado,(HD) PLANES (Estudios Universales) / LONELII : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=vNtZLQvylb8
amplificado,(HD) LOS MALDITOS / CASH FOR JOHNNY : AMPLIFICADO  (COLOMBIA),https://www.youtube.com/watch?v=TXvW8NqIMUM
amplificado,(HD) ESTEMAN / ROBOT ; AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=HlTjCWXVwuE
amplificado,(HD) GOLPE MALIBU / RIBERA LOBANA: AMPLIFICADO (FESTIVAL NACIONAL DE LA TAMBORA),https://www.youtube.com/watch?v=ZTV9KBUN65A
amplificado,(HD) RADIO MATUNA / SUERTE : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=uBO1an911QQ
amplificado,"(HD) LE CHAT LUNATIQUE / ENDLESS LULLABY : AMPLIFICADO  / NEW MÉXICO,USA",https://www.youtube.com/watch?v=Y82DqsZ8GO8
amplificado,(HD) LA REVUELTA / AURORA : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=4JlwayPCUEo
amplificado,(HD) GREGORIO URIBE / DE REPENTE: AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=XwIYTzK2Fco
amplificado,(HD) ALLIGATOR / BRING : AMPLIFICADO  (FESTIVAL YAVERíA),https://www.youtube.com/watch?v=u63hQik1Rcg
amplificado,(HD) JULES / SWEET GIRL : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=49_TXYhh71k
amplificado,(HD) PLANES (Estudios universales) / LOLA : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=BMDhfCHuit4
amplificado,(HD) ESTEMAN /  SE NOS PERDIÓ : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=Sbrzh65lRQo
amplificado,(HD) LOS MALDITOS / TENGO EL 666 : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=h1ujis_PE9M
amplificado,(HD) LA CUBA / CENIZAS: AMPLIFICADO (FESTIVAL NACIONAL DE LA TAMBORA),https://www.youtube.com/watch?v=wTwHQDza_eM
amplificado,(HD) RADIO MATUNA / MUNTU : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=jrAsT8x1mdk
amplificado,(HD) LE CHAT LUNATIQUE / HELL TO PAY : AMPLIFICADO (USA),https://www.youtube.com/watch?v=4MsjJ_4gLU4
amplificado,(HD) PALOMA DEL CERRO / BOLITAS DE VIDA: AMPLIFICADO (ARGENTINA),https://www.youtube.com/watch?v=yclg9JMNMj8
amplificado,(HD) NICOLÁS PEÑA / WISH YOU WERE HERE : AMPLIFICADO (FESTIVAL YAVERíA),https://www.youtube.com/watch?v=50DkMe6butU
amplificado,(HD) JULES / STUCK IN A PUDDLE : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=sncBj-y1Nlg
amplificado,(HD) LA REVUELTA / POR TI : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=Zj4J5CL7cGI
amplificado,(HD) PLANES (Estudios Universales) / TROLOLO : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=ui1awggv_ko
amplificado,(HD) LOS MALDITOS / ARMAGEDÓN : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=PQxJSRTpvWo
amplificado,(HD) ESTEMAN / POBRE CORAZON : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=34bM4ZP9Z28
amplificado,(HD) MARTINA CAMARGO / EL MOHÁN : AMPLIFICADO (FESTIVAL NACIONAL DE LA TAMBORA),https://www.youtube.com/watch?v=iMkNYvhq1HU
amplificado,(HD) RADIO MATUNA / CHIYANGUA Y CHIRARA : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=hCASBNhF5s8
amplificado,(HD)  LE CHAT LUNATIQUE / STACHOLOGY: AMPLIFICADO (USA),https://www.youtube.com/watch?v=oe7ywiwGy7A
amplificado,(HD) EL CARMELO / CAMARON : AMPLIFICADO (FESTIVAL PETRONIO ALVAREZ),https://www.youtube.com/watch?v=FWJxvQIlEj0
amplificado,(HD) SISMO / DESPUES DE VER : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=d-OypK7p_nA
amplificado,(HD) ANA SALIVE / SIGLOS : AMPLIFICADO  (FESTIVAL YAVERíA),https://www.youtube.com/watch?v=vLibfwLbjK8
amplificado,(HD) VEKA / DIME : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=NiIBYuAk5WI
amplificado,(HD) SISMO / TORNADO (JÓNSI COVER) : AMPLIFICADO (FESTIVAL YAVERíA),https://www.youtube.com/watch?v=4z_SnLMKye4
amplificado,(HD) MONSIEUR PERINÉ / CUCU : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=ZnfXL1N0Lr4
amplificado,(HD) BENJAMÍN / HYPNO DEL ABISMO : AMPLIFICADO (FESTIVAL YAVERíA),https://www.youtube.com/watch?v=Q-Hp5ReDvug
amplificado,(HD) SOUNDACITY /  SPINNING AROUND : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=H1w_Pms9QJg
amplificado,(HD) RANCHO APARTE / LA SABIONDA : AMPLIFICADO (FESTIVAL PETRONIO ALVAREZ CALI COLOMBIA),https://www.youtube.com/watch?v=LmOMP-pBSCk
amplificado,(HD) SISMO / CRECE : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=FHDp3VaQtq4
amplificado,(HD) EL CARMELO / PERIQUITO BLANCO : AMPLIFICADO (FESTIVAL PETRONIO ALVAREZ),https://www.youtube.com/watch?v=XruyGJsPM9U
amplificado,(HD) SON DEL TUNO / FACUNDA : AMPLIFICADO (FESTIVAL PETRONIO ALVAREZ),https://www.youtube.com/watch?v=OUsCAYyVf6A
amplificado,(HD) RESINA LALA / MI SALTO MORTAL: AMPLIFICADO (FESTIVAL YAVERIA),https://www.youtube.com/watch?v=XChK7v1Nw2E
amplificado,(HD) CLASSICSTONE TRIBUTE BAND / ANOTHER BRICK IN THE WALL - PINK FLOYD : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=ZGR4KujOKWw
amplificado,(HD) VEKA / TU : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=IWQhwhxHFnM
amplificado,(HD) SOUNDACITY / YOU WON´T TAKE ME DOWN : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=1zTohF31eYU
amplificado,(HD) MISS BOLIVIA / NOCHE POLAR : AMPLIFICADO (ARGENTINA),https://www.youtube.com/watch?v=bZk9rAKmKoY
amplificado,(HD) MONSIEUR PERINÉ / LA MUERTE : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=KKveUcAU_Yk
amplificado,(HD) SUMMER C / STOP: AMPLIFICADO (FESTIVAL YAVERIA),https://www.youtube.com/watch?v=V1L6alcIfic
amplificado,(HD) RANCHO APARTE / EL PUHO : AMPLIFICADO (FESTIVAL PETRONIO ALVAREZ CALI COLOMBIA),https://www.youtube.com/watch?v=R5Kg37H51Mg
amplificado,(HD) CLASSICSTONE TRIBUTE BAND / IN THE FLESH - PINK FLOYD: AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=qI0YHSbNf_A
amplificado,(HD) SISMO / LA BUENA ONDA : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=dGLcPgcyLwM
amplificado,(HD) LOS ALEGRES DE TELEMBÍ / ESE TOCAITO : AMPLIFICADO (FESTIVAL PETRONIO),https://www.youtube.com/watch?v=IH3XKLAishA
amplificado,(HD) VEKA / ¿DÓNDE ESTÁS? : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=368g44F0-EE
amplificado,(HD) MONSIEUR PERINÉ / LA CIUDAD : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=UTviQumfCUg
amplificado,(HD) THE HOLLOW BODIES / OLD LOVE : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=7W-RylNObrE
amplificado,(HD) MISS BOLIVIA / BIEN WARRIOR : AMPLIFICADO (ARGENTINA),https://www.youtube.com/watch?v=WckCWapse6A
amplificado,(HD) SON DEL TUNO / MIGUELITO: AMPLIFICADO (FESTIVAL PETRONIO ALVAREZ),https://www.youtube.com/watch?v=5Zs1RvDIyoU
amplificado,(HD) DËNVER / OLAS GIGANTES : AMPLIFICADO (CHILE),https://www.youtube.com/watch?v=VGnUlAxwpLw
amplificado,(HD) SISMO / CUENTA HASTA 10 : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=bTJRmgmelZ0
amplificado,(HD) DËNVER / LO QUE QUIERAS : AMPLIFICADO (CHILE),https://www.youtube.com/watch?v=zsOIfqOa9DQ
amplificado,(HD) VEKA / AGUA : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=UFPT28lyG44
amplificado,(HD) MONSIEUR PERINÉ / SUIN ROMANTICON : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=98WvYltKgSU
amplificado,(HD) THE HOLLOW BODIES / CHOCOLATE JESUS : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=di3RpC81-y0
amplificado,(HD) LOS ALEGRES DE TELEMBÍ /¿QUE PASA CON MI COLOMBIA? : AMPLIFICADO (FESTIVAL PETRONIO ALVAREZ),https://www.youtube.com/watch?v=fGwbKzFTCvE
amplificado,(HD) SISMO / PASAJERA DEL TIEMPO : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=XxmFJr5WOdk
amplificado,(HD) VEKA / TAITA : AMPLIFIED (COLOMBIA),https://www.youtube.com/watch?v=SfGjEV8GRlg
amplificado,MONSIEUR PERINÉ / LA TIENDA DE SOMBREROS : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=SzVgIJogj5o
amplificado,(HD) THE HOLLOW BODIES / SAINT JAMES INFIRMARY : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=iltaEt7phFI
amplificado,(HD) SOUNDACITY / AWAKE MY SOUL : AMPLIFICADO (COLOMBIA),https://www.youtube.com/watch?v=tQsvvo3k70s
